age	gender	diagnosis	year	nConsultations
80-89	M	Underlivsplager hos kvinner	2020	NA
80-89	M	Funksjonelle mage-tarmplager	2012	8874
80-89	M	Funksjonelle mage-tarmplager	2013	8780
80-89	M	Funksjonelle mage-tarmplager	2014	9097
80-89	M	Funksjonelle mage-tarmplager	2015	8909
80-89	M	Funksjonelle mage-tarmplager	2016	9081
80-89	M	Funksjonelle mage-tarmplager	2017	9262
80-89	M	Funksjonelle mage-tarmplager	2018	9169
80-89	M	Funksjonelle mage-tarmplager	2019	9716
80-89	M	Funksjonelle mage-tarmplager	2020	10492
80-89	M	Hudinfeksjoner	2012	5146
80-89	M	Hudinfeksjoner	2013	5165
80-89	M	Hudinfeksjoner	2014	5422
80-89	M	Hudinfeksjoner	2015	5080
80-89	M	Hudinfeksjoner	2016	5225
80-89	M	Hudinfeksjoner	2017	5659
80-89	M	Hudinfeksjoner	2018	5997
80-89	M	Hudinfeksjoner	2019	6212
80-89	M	Hudinfeksjoner	2020	6176
80-89	M	Ulykker og skader	2012	8731
80-89	M	Ulykker og skader	2013	9048
80-89	M	Ulykker og skader	2014	9663
80-89	M	Ulykker og skader	2015	9388
80-89	M	Ulykker og skader	2016	9510
80-89	M	Ulykker og skader	2017	9674
80-89	M	Ulykker og skader	2018	10489
80-89	M	Ulykker og skader	2019	10809
80-89	M	Ulykker og skader	2020	11007
80-89	M	Medfodt sykdom eller feil	2012	67
80-89	M	Medfodt sykdom eller feil	2013	96
80-89	M	Medfodt sykdom eller feil	2014	56
80-89	M	Medfodt sykdom eller feil	2015	77
80-89	M	Medfodt sykdom eller feil	2016	86
80-89	M	Medfodt sykdom eller feil	2017	68
80-89	M	Medfodt sykdom eller feil	2018	88
80-89	M	Medfodt sykdom eller feil	2019	91
80-89	M	Medfodt sykdom eller feil	2020	144
80-89	M	Svangerskap, fodsel, prevensjon	2012	NA
80-89	M	Svangerskap, fodsel, prevensjon	2013	NA
80-89	M	Svangerskap, fodsel, prevensjon	2014	NA
80-89	M	Svangerskap, fodsel, prevensjon	2015	NA
80-89	M	Svangerskap, fodsel, prevensjon	2016	NA
80-89	M	Svangerskap, fodsel, prevensjon	2017	NA
80-89	M	Svangerskap, fodsel, prevensjon	2018	NA
80-89	M	Svangerskap, fodsel, prevensjon	2019	NA
80-89	M	Svangerskap, fodsel, prevensjon	2020	NA
80-89	M	Frykt for sykdom	2012	1024
80-89	M	Frykt for sykdom	2013	968
80-89	M	Frykt for sykdom	2014	936
80-89	M	Frykt for sykdom	2015	814
80-89	M	Frykt for sykdom	2016	894
80-89	M	Frykt for sykdom	2017	793
80-89	M	Frykt for sykdom	2018	865
80-89	M	Frykt for sykdom	2019	838
80-89	M	Frykt for sykdom	2020	3231
80-89	M	Administrativ kontakt	2012	12160
80-89	M	Administrativ kontakt	2013	13769
80-89	M	Administrativ kontakt	2014	14676
80-89	M	Administrativ kontakt	2015	15232
80-89	M	Administrativ kontakt	2016	16152
80-89	M	Administrativ kontakt	2017	14761
80-89	M	Administrativ kontakt	2018	17125
80-89	M	Administrativ kontakt	2019	17195
80-89	M	Administrativ kontakt	2020	19533
80-89	M	Forebyggende kontakt	2012	3155
80-89	M	Forebyggende kontakt	2013	5724
80-89	M	Forebyggende kontakt	2014	6005
80-89	M	Forebyggende kontakt	2015	6350
80-89	M	Forebyggende kontakt	2016	6542
80-89	M	Forebyggende kontakt	2017	6932
80-89	M	Forebyggende kontakt	2018	7193
80-89	M	Forebyggende kontakt	2019	7138
80-89	M	Forebyggende kontakt	2020	10104
80-89	M	Andre diagnoser	2012	136765
80-89	M	Andre diagnoser	2013	136388
80-89	M	Andre diagnoser	2014	139439
80-89	M	Andre diagnoser	2015	137969
80-89	M	Andre diagnoser	2016	139937
80-89	M	Andre diagnoser	2017	142634
80-89	M	Andre diagnoser	2018	144652
80-89	M	Andre diagnoser	2019	148230
80-89	M	Andre diagnoser	2020	155123
80-89	F	Alle diagnoser	2012	593446
80-89	F	Alle diagnoser	2013	584295
80-89	F	Alle diagnoser	2014	577463
80-89	F	Alle diagnoser	2015	569009
80-89	F	Alle diagnoser	2016	561371
80-89	F	Alle diagnoser	2017	560401
80-89	F	Alle diagnoser	2018	559171
80-89	F	Alle diagnoser	2019	563783
80-89	F	Alle diagnoser	2020	573434
80-89	F	Luftveisinfeksjoner, inkl. orebetennelse	2012	22359
80-89	F	Luftveisinfeksjoner, inkl. orebetennelse	2013	20845
80-89	F	Luftveisinfeksjoner, inkl. orebetennelse	2014	18884
80-89	F	Luftveisinfeksjoner, inkl. orebetennelse	2015	20913
80-89	F	Luftveisinfeksjoner, inkl. orebetennelse	2016	19904
80-89	F	Luftveisinfeksjoner, inkl. orebetennelse	2017	21574
80-89	F	Luftveisinfeksjoner, inkl. orebetennelse	2018	21610
80-89	F	Luftveisinfeksjoner, inkl. orebetennelse	2019	21888
80-89	F	Luftveisinfeksjoner, inkl. orebetennelse	2020	13003
80-89	F	Lokale smerter og betennelser	2012	29078
80-89	F	Lokale smerter og betennelser	2013	28712
80-89	F	Lokale smerter og betennelser	2014	29386
80-89	F	Lokale smerter og betennelser	2015	29954
80-89	F	Lokale smerter og betennelser	2016	29948
80-89	F	Lokale smerter og betennelser	2017	30990
80-89	F	Lokale smerter og betennelser	2018	30667
80-89	F	Lokale smerter og betennelser	2019	32469
80-89	F	Lokale smerter og betennelser	2020	32070
80-89	F	Ryggproblemer	2012	13357
80-89	F	Ryggproblemer	2013	13299
80-89	F	Ryggproblemer	2014	13766
80-89	F	Ryggproblemer	2015	14247
80-89	F	Ryggproblemer	2016	14259
80-89	F	Ryggproblemer	2017	15265
80-89	F	Ryggproblemer	2018	15451
80-89	F	Ryggproblemer	2019	15843
80-89	F	Ryggproblemer	2020	16617
80-89	F	Generelle smerter og muskelplager	2012	4660
80-89	F	Generelle smerter og muskelplager	2013	4426
80-89	F	Generelle smerter og muskelplager	2014	4420
80-89	F	Generelle smerter og muskelplager	2015	4270
80-89	F	Generelle smerter og muskelplager	2016	4476
80-89	F	Generelle smerter og muskelplager	2017	4414
80-89	F	Generelle smerter og muskelplager	2018	4113
80-89	F	Generelle smerter og muskelplager	2019	4511
80-89	F	Generelle smerter og muskelplager	2020	4645
80-89	F	Ledd- og giktsykdommer	2012	22004
80-89	F	Ledd- og giktsykdommer	2013	21921
80-89	F	Ledd- og giktsykdommer	2014	22035
80-89	F	Ledd- og giktsykdommer	2015	22580
80-89	F	Ledd- og giktsykdommer	2016	22290
80-89	F	Ledd- og giktsykdommer	2017	22159
80-89	F	Ledd- og giktsykdommer	2018	19104
80-89	F	Ledd- og giktsykdommer	2019	18626
80-89	F	Ledd- og giktsykdommer	2020	18298
80-89	F	Psykisk sykdom eller lidelse	2012	31038
80-89	F	Psykisk sykdom eller lidelse	2013	31643
80-89	F	Psykisk sykdom eller lidelse	2014	33134
80-89	F	Psykisk sykdom eller lidelse	2015	33136
80-89	F	Psykisk sykdom eller lidelse	2016	33751
80-89	F	Psykisk sykdom eller lidelse	2017	34058
80-89	F	Psykisk sykdom eller lidelse	2018	34957
80-89	F	Psykisk sykdom eller lidelse	2019	36252
80-89	F	Psykisk sykdom eller lidelse	2020	40501
80-89	F	Atopi, astma, allergi eller eksem	2012	10142
80-89	F	Atopi, astma, allergi eller eksem	2013	10338
80-89	F	Atopi, astma, allergi eller eksem	2014	10215
80-89	F	Atopi, astma, allergi eller eksem	2015	10415
80-89	F	Atopi, astma, allergi eller eksem	2016	10645
80-89	F	Atopi, astma, allergi eller eksem	2017	11044
80-89	F	Atopi, astma, allergi eller eksem	2018	11323
80-89	F	Atopi, astma, allergi eller eksem	2019	12138
80-89	F	Atopi, astma, allergi eller eksem	2020	11706
80-89	F	Hoyt blodtrykk	2012	58997
80-89	F	Hoyt blodtrykk	2013	56678
80-89	F	Hoyt blodtrykk	2014	53645
80-89	F	Hoyt blodtrykk	2015	50922
80-89	F	Hoyt blodtrykk	2016	49609
80-89	F	Hoyt blodtrykk	2017	50538
80-89	F	Hoyt blodtrykk	2018	50724
80-89	F	Hoyt blodtrykk	2019	51889
80-89	F	Hoyt blodtrykk	2020	51941
80-89	F	Hjertesykdom	2012	115497
80-89	F	Hjertesykdom	2013	108747
80-89	F	Hjertesykdom	2014	98903
80-89	F	Hjertesykdom	2015	91670
80-89	F	Hjertesykdom	2016	81969
80-89	F	Hjertesykdom	2017	72660
80-89	F	Hjertesykdom	2018	64930
80-89	F	Hjertesykdom	2019	57197
80-89	F	Hjertesykdom	2020	51853
80-89	F	Diabetes	2012	21346
80-89	F	Diabetes	2013	20755
80-89	F	Diabetes	2014	20411
80-89	F	Diabetes	2015	20687
80-89	F	Diabetes	2016	20681
80-89	F	Diabetes	2017	21331
80-89	F	Diabetes	2018	21221
80-89	F	Diabetes	2019	21224
80-89	F	Diabetes	2020	21987
80-89	F	Kreft	2012	10529
80-89	F	Kreft	2013	10732
80-89	F	Kreft	2014	11065
80-89	F	Kreft	2015	11349
80-89	F	Kreft	2016	11851
80-89	F	Kreft	2017	12284
80-89	F	Kreft	2018	12630
80-89	F	Kreft	2019	12777
80-89	F	Kreft	2020	14484
80-89	F	Underlivsplager hos kvinner	2012	3760
80-89	F	Underlivsplager hos kvinner	2013	3699
80-89	F	Underlivsplager hos kvinner	2014	3705
80-89	F	Underlivsplager hos kvinner	2015	3816
80-89	F	Underlivsplager hos kvinner	2016	3740
80-89	F	Underlivsplager hos kvinner	2017	3956
80-89	F	Underlivsplager hos kvinner	2018	3889
80-89	F	Underlivsplager hos kvinner	2019	4184
80-89	F	Underlivsplager hos kvinner	2020	4429
80-89	F	Funksjonelle mage-tarmplager	2012	16498
80-89	F	Funksjonelle mage-tarmplager	2013	16977
80-89	F	Funksjonelle mage-tarmplager	2014	17204
80-89	F	Funksjonelle mage-tarmplager	2015	16621
80-89	F	Funksjonelle mage-tarmplager	2016	17226
80-89	F	Funksjonelle mage-tarmplager	2017	17792
80-89	F	Funksjonelle mage-tarmplager	2018	18236
80-89	F	Funksjonelle mage-tarmplager	2019	18857
80-89	F	Funksjonelle mage-tarmplager	2020	20269
80-89	F	Hudinfeksjoner	2012	6879
80-89	F	Hudinfeksjoner	2013	7092
80-89	F	Hudinfeksjoner	2014	7032
80-89	F	Hudinfeksjoner	2015	6881
80-89	F	Hudinfeksjoner	2016	7270
80-89	F	Hudinfeksjoner	2017	6960
80-89	F	Hudinfeksjoner	2018	7885
80-89	F	Hudinfeksjoner	2019	7928
80-89	F	Hudinfeksjoner	2020	7845
80-89	F	Ulykker og skader	2012	15133
80-89	F	Ulykker og skader	2013	15001
80-89	F	Ulykker og skader	2014	16244
80-89	F	Ulykker og skader	2015	15467
80-89	F	Ulykker og skader	2016	15620
80-89	F	Ulykker og skader	2017	15611
80-89	F	Ulykker og skader	2018	16300
80-89	F	Ulykker og skader	2019	16599
80-89	F	Ulykker og skader	2020	16281
80-89	F	Medfodt sykdom eller feil	2012	152
80-89	F	Medfodt sykdom eller feil	2013	156
80-89	F	Medfodt sykdom eller feil	2014	175
80-89	F	Medfodt sykdom eller feil	2015	142
80-89	F	Medfodt sykdom eller feil	2016	142
80-89	F	Medfodt sykdom eller feil	2017	150
80-89	F	Medfodt sykdom eller feil	2018	207
80-89	F	Medfodt sykdom eller feil	2019	229
80-89	F	Medfodt sykdom eller feil	2020	257
80-89	F	Svangerskap, fodsel, prevensjon	2012	NA
80-89	F	Svangerskap, fodsel, prevensjon	2013	NA
80-89	F	Svangerskap, fodsel, prevensjon	2014	NA
80-89	F	Svangerskap, fodsel, prevensjon	2015	NA
80-89	F	Svangerskap, fodsel, prevensjon	2016	NA
80-89	F	Svangerskap, fodsel, prevensjon	2017	NA
80-89	F	Svangerskap, fodsel, prevensjon	2018	NA
80-89	F	Svangerskap, fodsel, prevensjon	2019	NA
80-89	F	Svangerskap, fodsel, prevensjon	2020	NA
80-89	F	Frykt for sykdom	2012	1896
80-89	F	Frykt for sykdom	2013	1945
80-89	F	Frykt for sykdom	2014	1881
80-89	F	Frykt for sykdom	2015	1679
80-89	F	Frykt for sykdom	2016	1709
80-89	F	Frykt for sykdom	2017	1690
80-89	F	Frykt for sykdom	2018	1752
80-89	F	Frykt for sykdom	2019	1745
80-89	F	Frykt for sykdom	2020	5319
80-89	F	Administrativ kontakt	2012	10428
80-89	F	Administrativ kontakt	2013	12359
80-89	F	Administrativ kontakt	2014	13936
80-89	F	Administrativ kontakt	2015	15317
80-89	F	Administrativ kontakt	2016	15858
80-89	F	Administrativ kontakt	2017	14529
80-89	F	Administrativ kontakt	2018	16026
80-89	F	Administrativ kontakt	2019	16791
80-89	F	Administrativ kontakt	2020	18832
80-89	F	Forebyggende kontakt	2012	5070
80-89	F	Forebyggende kontakt	2013	8201
80-89	F	Forebyggende kontakt	2014	8534
80-89	F	Forebyggende kontakt	2015	9156
80-89	F	Forebyggende kontakt	2016	9228
80-89	F	Forebyggende kontakt	2017	9174
80-89	F	Forebyggende kontakt	2018	9620
80-89	F	Forebyggende kontakt	2019	9771
80-89	F	Forebyggende kontakt	2020	13453
80-89	F	Andre diagnoser	2012	193211
80-89	F	Andre diagnoser	2013	189837
80-89	F	Andre diagnoser	2014	191849
80-89	F	Andre diagnoser	2015	188583
80-89	F	Andre diagnoser	2016	189497
80-89	F	Andre diagnoser	2017	192260
80-89	F	Andre diagnoser	2018	195931
80-89	F	Andre diagnoser	2019	199646
80-89	F	Andre diagnoser	2020	206200
90 or more	M	Alle diagnoser	2012	54538
90 or more	M	Alle diagnoser	2013	56545
90 or more	M	Alle diagnoser	2014	60426
90 or more	M	Alle diagnoser	2015	65036
90 or more	M	Alle diagnoser	2016	67274
90 or more	M	Alle diagnoser	2017	68230
90 or more	M	Alle diagnoser	2018	68634
90 or more	M	Alle diagnoser	2019	69653
90 or more	M	Alle diagnoser	2020	72197
90 or more	M	Luftveisinfeksjoner, inkl. orebetennelse	2012	2039
90 or more	M	Luftveisinfeksjoner, inkl. orebetennelse	2013	2010
90 or more	M	Luftveisinfeksjoner, inkl. orebetennelse	2014	1911
90 or more	M	Luftveisinfeksjoner, inkl. orebetennelse	2015	2391
90 or more	M	Luftveisinfeksjoner, inkl. orebetennelse	2016	2362
90 or more	M	Luftveisinfeksjoner, inkl. orebetennelse	2017	2414
90 or more	M	Luftveisinfeksjoner, inkl. orebetennelse	2018	2383
90 or more	M	Luftveisinfeksjoner, inkl. orebetennelse	2019	2526
90 or more	M	Luftveisinfeksjoner, inkl. orebetennelse	2020	1519
90 or more	M	Lokale smerter og betennelser	2012	1614
90 or more	M	Lokale smerter og betennelser	2013	1590
90 or more	M	Lokale smerter og betennelser	2014	1853
90 or more	M	Lokale smerter og betennelser	2015	1995
90 or more	M	Lokale smerter og betennelser	2016	2294
90 or more	M	Lokale smerter og betennelser	2017	2124
90 or more	M	Lokale smerter og betennelser	2018	2329
90 or more	M	Lokale smerter og betennelser	2019	2319
90 or more	M	Lokale smerter og betennelser	2020	2436
90 or more	M	Ryggproblemer	2012	699
90 or more	M	Ryggproblemer	2013	789
90 or more	M	Ryggproblemer	2014	788
90 or more	M	Ryggproblemer	2015	839
90 or more	M	Ryggproblemer	2016	923
90 or more	M	Ryggproblemer	2017	1016
90 or more	M	Ryggproblemer	2018	1031
90 or more	M	Ryggproblemer	2019	1045
90 or more	M	Ryggproblemer	2020	1062
90 or more	M	Generelle smerter og muskelplager	2012	152
90 or more	M	Generelle smerter og muskelplager	2013	158
90 or more	M	Generelle smerter og muskelplager	2014	136
90 or more	M	Generelle smerter og muskelplager	2015	215
90 or more	M	Generelle smerter og muskelplager	2016	190
90 or more	M	Generelle smerter og muskelplager	2017	207
90 or more	M	Generelle smerter og muskelplager	2018	184
90 or more	M	Generelle smerter og muskelplager	2019	195
90 or more	M	Generelle smerter og muskelplager	2020	193
90 or more	M	Ledd- og giktsykdommer	2012	674
90 or more	M	Ledd- og giktsykdommer	2013	665
90 or more	M	Ledd- og giktsykdommer	2014	767
90 or more	M	Ledd- og giktsykdommer	2015	862
90 or more	M	Ledd- og giktsykdommer	2016	974
90 or more	M	Ledd- og giktsykdommer	2017	878
90 or more	M	Ledd- og giktsykdommer	2018	761
90 or more	M	Ledd- og giktsykdommer	2019	885
90 or more	M	Ledd- og giktsykdommer	2020	824
90 or more	M	Psykisk sykdom eller lidelse	2012	1984
90 or more	M	Psykisk sykdom eller lidelse	2013	1774
90 or more	M	Psykisk sykdom eller lidelse	2014	1910
90 or more	M	Psykisk sykdom eller lidelse	2015	2140
90 or more	M	Psykisk sykdom eller lidelse	2016	2409
90 or more	M	Psykisk sykdom eller lidelse	2017	2664
90 or more	M	Psykisk sykdom eller lidelse	2018	2685
90 or more	M	Psykisk sykdom eller lidelse	2019	2656
90 or more	M	Psykisk sykdom eller lidelse	2020	3313
90 or more	M	Atopi, astma, allergi eller eksem	2012	893
90 or more	M	Atopi, astma, allergi eller eksem	2013	956
90 or more	M	Atopi, astma, allergi eller eksem	2014	967
90 or more	M	Atopi, astma, allergi eller eksem	2015	1060
90 or more	M	Atopi, astma, allergi eller eksem	2016	1235
90 or more	M	Atopi, astma, allergi eller eksem	2017	1232
90 or more	M	Atopi, astma, allergi eller eksem	2018	1235
90 or more	M	Atopi, astma, allergi eller eksem	2019	1440
90 or more	M	Atopi, astma, allergi eller eksem	2020	1443
90 or more	M	Hoyt blodtrykk	2012	2728
90 or more	M	Hoyt blodtrykk	2013	2783
90 or more	M	Hoyt blodtrykk	2014	3009
90 or more	M	Hoyt blodtrykk	2015	3058
90 or more	M	Hoyt blodtrykk	2016	3030
90 or more	M	Hoyt blodtrykk	2017	3188
90 or more	M	Hoyt blodtrykk	2018	3237
90 or more	M	Hoyt blodtrykk	2019	3056
90 or more	M	Hoyt blodtrykk	2020	3516
90 or more	M	Hjertesykdom	2012	15259
90 or more	M	Hjertesykdom	2013	15963
90 or more	M	Hjertesykdom	2014	16278
90 or more	M	Hjertesykdom	2015	16755
90 or more	M	Hjertesykdom	2016	16346
90 or more	M	Hjertesykdom	2017	15874
90 or more	M	Hjertesykdom	2018	14890
90 or more	M	Hjertesykdom	2019	14282
90 or more	M	Hjertesykdom	2020	13440
90 or more	M	Diabetes	2012	1472
90 or more	M	Diabetes	2013	1509
90 or more	M	Diabetes	2014	1583
90 or more	M	Diabetes	2015	1738
90 or more	M	Diabetes	2016	1737
90 or more	M	Diabetes	2017	1806
90 or more	M	Diabetes	2018	1893
90 or more	M	Diabetes	2019	1976
90 or more	M	Diabetes	2020	2170
90 or more	M	Kreft	2012	2731
90 or more	M	Kreft	2013	2840
90 or more	M	Kreft	2014	3143
90 or more	M	Kreft	2015	3622
90 or more	M	Kreft	2016	3665
90 or more	M	Kreft	2017	4068
90 or more	M	Kreft	2018	4088
90 or more	M	Kreft	2019	4106
90 or more	M	Kreft	2020	4768
90 or more	M	Underlivsplager hos kvinner	2012	NA
90 or more	M	Underlivsplager hos kvinner	2013	NA
90 or more	M	Underlivsplager hos kvinner	2014	NA
90 or more	M	Underlivsplager hos kvinner	2015	NA
90 or more	M	Underlivsplager hos kvinner	2016	NA
90 or more	M	Underlivsplager hos kvinner	2017	NA
90 or more	M	Underlivsplager hos kvinner	2018	NA
90 or more	M	Underlivsplager hos kvinner	2019	NA
90 or more	M	Underlivsplager hos kvinner	2020	NA
90 or more	M	Funksjonelle mage-tarmplager	2012	1191
90 or more	M	Funksjonelle mage-tarmplager	2013	1198
90 or more	M	Funksjonelle mage-tarmplager	2014	1327
90 or more	M	Funksjonelle mage-tarmplager	2015	1420
90 or more	M	Funksjonelle mage-tarmplager	2016	1505
90 or more	M	Funksjonelle mage-tarmplager	2017	1599
90 or more	M	Funksjonelle mage-tarmplager	2018	1587
90 or more	M	Funksjonelle mage-tarmplager	2019	1626
90 or more	M	Funksjonelle mage-tarmplager	2020	1687
90 or more	M	Hudinfeksjoner	2012	698
90 or more	M	Hudinfeksjoner	2013	654
90 or more	M	Hudinfeksjoner	2014	787
90 or more	M	Hudinfeksjoner	2015	866
90 or more	M	Hudinfeksjoner	2016	952
90 or more	M	Hudinfeksjoner	2017	1004
90 or more	M	Hudinfeksjoner	2018	1064
90 or more	M	Hudinfeksjoner	2019	1094
90 or more	M	Hudinfeksjoner	2020	1105
90 or more	M	Ulykker og skader	2012	1498
90 or more	M	Ulykker og skader	2013	1642
90 or more	M	Ulykker og skader	2014	1767
90 or more	M	Ulykker og skader	2015	1750
90 or more	M	Ulykker og skader	2016	1914
90 or more	M	Ulykker og skader	2017	1967
90 or more	M	Ulykker og skader	2018	2134
90 or more	M	Ulykker og skader	2019	2264
90 or more	M	Ulykker og skader	2020	2176
90 or more	M	Medfodt sykdom eller feil	2012	1
90 or more	M	Medfodt sykdom eller feil	2013	8
90 or more	M	Medfodt sykdom eller feil	2014	6
90 or more	M	Medfodt sykdom eller feil	2015	9
90 or more	M	Medfodt sykdom eller feil	2016	9
90 or more	M	Medfodt sykdom eller feil	2017	2
90 or more	M	Medfodt sykdom eller feil	2018	7
90 or more	M	Medfodt sykdom eller feil	2019	3
90 or more	M	Medfodt sykdom eller feil	2020	10
90 or more	M	Svangerskap, fodsel, prevensjon	2012	NA
90 or more	M	Svangerskap, fodsel, prevensjon	2013	NA
90 or more	M	Svangerskap, fodsel, prevensjon	2014	NA
90 or more	M	Svangerskap, fodsel, prevensjon	2015	NA
90 or more	M	Svangerskap, fodsel, prevensjon	2016	NA
90 or more	M	Svangerskap, fodsel, prevensjon	2017	NA
90 or more	M	Svangerskap, fodsel, prevensjon	2018	NA
90 or more	M	Svangerskap, fodsel, prevensjon	2019	NA
90 or more	M	Svangerskap, fodsel, prevensjon	2020	NA
90 or more	M	Frykt for sykdom	2012	98
90 or more	M	Frykt for sykdom	2013	92
90 or more	M	Frykt for sykdom	2014	118
90 or more	M	Frykt for sykdom	2015	128
90 or more	M	Frykt for sykdom	2016	109
90 or more	M	Frykt for sykdom	2017	136
90 or more	M	Frykt for sykdom	2018	94
90 or more	M	Frykt for sykdom	2019	90
90 or more	M	Frykt for sykdom	2020	497
90 or more	M	Administrativ kontakt	2012	1195
90 or more	M	Administrativ kontakt	2013	1511
90 or more	M	Administrativ kontakt	2014	1825
90 or more	M	Administrativ kontakt	2015	2208
90 or more	M	Administrativ kontakt	2016	2331
90 or more	M	Administrativ kontakt	2017	2152
90 or more	M	Administrativ kontakt	2018	2309
90 or more	M	Administrativ kontakt	2019	2395
90 or more	M	Administrativ kontakt	2020	2623
90 or more	M	Forebyggende kontakt	2012	416
90 or more	M	Forebyggende kontakt	2013	702
90 or more	M	Forebyggende kontakt	2014	778
90 or more	M	Forebyggende kontakt	2015	1036
90 or more	M	Forebyggende kontakt	2016	1114
90 or more	M	Forebyggende kontakt	2017	1077
90 or more	M	Forebyggende kontakt	2018	1151
90 or more	M	Forebyggende kontakt	2019	1140
90 or more	M	Forebyggende kontakt	2020	1508
90 or more	M	Andre diagnoser	2012	19112
90 or more	M	Andre diagnoser	2013	19658
90 or more	M	Andre diagnoser	2014	21429
90 or more	M	Andre diagnoser	2015	22896
90 or more	M	Andre diagnoser	2016	24090
90 or more	M	Andre diagnoser	2017	24722
90 or more	M	Andre diagnoser	2018	25432
90 or more	M	Andre diagnoser	2019	26430
90 or more	M	Andre diagnoser	2020	27702
90 or more	F	Alle diagnoser	2012	109129
90 or more	F	Alle diagnoser	2013	112234
90 or more	F	Alle diagnoser	2014	116259
90 or more	F	Alle diagnoser	2015	119320
90 or more	F	Alle diagnoser	2016	121359
90 or more	F	Alle diagnoser	2017	121629
90 or more	F	Alle diagnoser	2018	121157
90 or more	F	Alle diagnoser	2019	119897
90 or more	F	Alle diagnoser	2020	122134
90 or more	F	Luftveisinfeksjoner, inkl. orebetennelse	2012	3693
90 or more	F	Luftveisinfeksjoner, inkl. orebetennelse	2013	3627
90 or more	F	Luftveisinfeksjoner, inkl. orebetennelse	2014	3397
90 or more	F	Luftveisinfeksjoner, inkl. orebetennelse	2015	4080
90 or more	F	Luftveisinfeksjoner, inkl. orebetennelse	2016	3731
90 or more	F	Luftveisinfeksjoner, inkl. orebetennelse	2017	4157
90 or more	F	Luftveisinfeksjoner, inkl. orebetennelse	2018	4105
90 or more	F	Luftveisinfeksjoner, inkl. orebetennelse	2019	4095
90 or more	F	Luftveisinfeksjoner, inkl. orebetennelse	2020	2453
90 or more	F	Lokale smerter og betennelser	2012	4778
90 or more	F	Lokale smerter og betennelser	2013	5006
90 or more	F	Lokale smerter og betennelser	2014	5036
90 or more	F	Lokale smerter og betennelser	2015	5326
90 or more	F	Lokale smerter og betennelser	2016	5508
90 or more	F	Lokale smerter og betennelser	2017	5683
90 or more	F	Lokale smerter og betennelser	2018	5559
90 or more	F	Lokale smerter og betennelser	2019	5822
90 or more	F	Lokale smerter og betennelser	2020	6009
90 or more	F	Ryggproblemer	2012	1962
90 or more	F	Ryggproblemer	2013	1974
90 or more	F	Ryggproblemer	2014	2095
90 or more	F	Ryggproblemer	2015	2340
90 or more	F	Ryggproblemer	2016	2555
90 or more	F	Ryggproblemer	2017	2739
90 or more	F	Ryggproblemer	2018	2565
90 or more	F	Ryggproblemer	2019	2752
90 or more	F	Ryggproblemer	2020	2953
90 or more	F	Generelle smerter og muskelplager	2012	621
90 or more	F	Generelle smerter og muskelplager	2013	557
90 or more	F	Generelle smerter og muskelplager	2014	589
90 or more	F	Generelle smerter og muskelplager	2015	641
90 or more	F	Generelle smerter og muskelplager	2016	676
90 or more	F	Generelle smerter og muskelplager	2017	696
90 or more	F	Generelle smerter og muskelplager	2018	640
90 or more	F	Generelle smerter og muskelplager	2019	754
90 or more	F	Generelle smerter og muskelplager	2020	847
90 or more	F	Ledd- og giktsykdommer	2012	2865
90 or more	F	Ledd- og giktsykdommer	2013	2883
90 or more	F	Ledd- og giktsykdommer	2014	2929
90 or more	F	Ledd- og giktsykdommer	2015	3143
90 or more	F	Ledd- og giktsykdommer	2016	3238
90 or more	F	Ledd- og giktsykdommer	2017	3342
90 or more	F	Ledd- og giktsykdommer	2018	3078
90 or more	F	Ledd- og giktsykdommer	2019	2733
90 or more	F	Ledd- og giktsykdommer	2020	2755
90 or more	F	Psykisk sykdom eller lidelse	2012	5625
90 or more	F	Psykisk sykdom eller lidelse	2013	5648
90 or more	F	Psykisk sykdom eller lidelse	2014	6173
90 or more	F	Psykisk sykdom eller lidelse	2015	6192
90 or more	F	Psykisk sykdom eller lidelse	2016	6775
90 or more	F	Psykisk sykdom eller lidelse	2017	6728
90 or more	F	Psykisk sykdom eller lidelse	2018	6910
90 or more	F	Psykisk sykdom eller lidelse	2019	7023
90 or more	F	Psykisk sykdom eller lidelse	2020	7887
90 or more	F	Atopi, astma, allergi eller eksem	2012	1761
90 or more	F	Atopi, astma, allergi eller eksem	2013	1831
90 or more	F	Atopi, astma, allergi eller eksem	2014	1965
90 or more	F	Atopi, astma, allergi eller eksem	2015	2045
90 or more	F	Atopi, astma, allergi eller eksem	2016	2203
90 or more	F	Atopi, astma, allergi eller eksem	2017	2345
90 or more	F	Atopi, astma, allergi eller eksem	2018	2416
90 or more	F	Atopi, astma, allergi eller eksem	2019	2463
90 or more	F	Atopi, astma, allergi eller eksem	2020	2361
90 or more	F	Hoyt blodtrykk	2012	10177
90 or more	F	Hoyt blodtrykk	2013	10360
90 or more	F	Hoyt blodtrykk	2014	10218
90 or more	F	Hoyt blodtrykk	2015	10141
90 or more	F	Hoyt blodtrykk	2016	10144
90 or more	F	Hoyt blodtrykk	2017	9874
90 or more	F	Hoyt blodtrykk	2018	10072
90 or more	F	Hoyt blodtrykk	2019	10062
90 or more	F	Hoyt blodtrykk	2020	9723
90 or more	F	Hjertesykdom	2012	25296
90 or more	F	Hjertesykdom	2013	25713
90 or more	F	Hjertesykdom	2014	25459
